time,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance
0.0,myflow.0,-94.9,-4.8,90.0,normal,0.0,5.1,E0_0,0.0,0,0.0,5.1
0.1,myflow.0,-94.9,-4.8,90.0,normal,0.01,5.1,E0_0,0.0,8,0.15,5.1
0.2,myflow.0,-94.89,-4.8,90.0,normal,0.04,5.11,E0_0,0.0,8,0.28,5.11
0.3,myflow.0,-94.89,-4.8,90.0,normal,0.09,5.11,E0_0,0.0,8,0.49,5.11
0.4,myflow.0,-94.87,-4.8,90.0,normal,0.17,5.13,E0_0,0.0,0,0.81,5.13
0.5,myflow.0,-94.84,-4.8,90.0,normal,0.29,5.16,E0_0,0.0,0,1.21,5.16
0.6,myflow.0,-94.79,-4.8,90.0,normal,0.46,5.21,E0_0,0.0,0,1.64,5.21
0.7,myflow.0,-94.73,-4.8,90.0,normal,0.66,5.27,E0_0,0.0,0,2.0,5.27
0.8,myflow.0,-94.64,-4.8,90.0,normal,0.88,5.36,E0_0,0.0,0,2.25,5.36
0.9,myflow.0,-94.53,-4.8,90.0,normal,1.12,5.47,E0_0,0.0,0,2.41,5.47
1.0,myflow.0,-94.39,-4.8,90.0,normal,1.37,5.61,E0_0,0.0,0,2.5,5.61
1.1,myflow.0,-94.23,-4.8,90.0,normal,1.63,5.77,E0_0,0.0,0,2.54,5.77
1.2,myflow.0,-94.04,-4.8,90.0,normal,1.88,5.96,E0_0,0.0,0,2.57,5.96
1.3,myflow.0,-93.82,-4.8,90.0,normal,2.14,6.18,E0_0,0.0,0,2.58,6.18
1.4,myflow.0,-93.58,-4.8,90.0,normal,2.4,6.42,E0_0,0.0,0,2.59,6.42
1.5,myflow.0,-93.32,-4.8,90.0,normal,2.66,6.68,E0_0,0.0,0,2.59,6.68
1.6,myflow.0,-93.03,-4.8,90.0,normal,2.92,6.97,E0_0,0.0,0,2.58,6.97
1.7,myflow.0,-92.71,-4.8,90.0,normal,3.18,7.29,E0_0,0.0,0,2.58,7.29
1.8,myflow.0,-92.37,-1.6,90.0,normal,3.44,7.63,E0_1,0.0,0,2.64,7.63
1.9,myflow.0,-92.0,-1.6,90.0,normal,3.7,8.0,E0_1,0.0,2,2.57,8.0
2.0,myflow.0,-91.6,-1.6,90.0,normal,3.94,8.4,E0_1,0.0,2,2.46,8.4
2.1,myflow.0,-91.18,-1.6,90.0,normal,4.18,8.82,E0_1,0.0,2,2.34,8.82
2.2,myflow.0,-90.74,-1.6,90.0,normal,4.4,9.26,E0_1,0.0,2,2.29,9.26
2.3,myflow.0,-90.28,-1.6,90.0,normal,4.63,9.72,E0_1,0.0,2,2.27,9.72
2.4,myflow.0,-89.79,-1.6,90.0,normal,4.86,10.21,E0_1,0.0,2,2.27,10.21
2.5,myflow.0,-89.29,-1.6,90.0,normal,5.07,10.71,E0_1,0.0,2,2.07,10.71
2.6,myflow.0,-88.76,-1.6,90.0,normal,5.27,11.24,E0_1,0.0,2,2.01,11.24
2.7,myflow.0,-88.21,-1.6,90.0,normal,5.47,11.79,E0_1,0.0,2,2.04,11.79
2.8,myflow.0,-87.65,-1.6,90.0,normal,5.66,12.35,E0_1,0.0,2,1.9,12.35
2.9,myflow.0,-87.06,-1.6,90.0,normal,5.85,12.94,E0_1,0.0,2,1.92,12.94
3.0,myflow.0,-86.46,-1.6,90.0,normal,6.06,13.54,E0_1,0.0,2,2.06,13.54
3.1,myflow.0,-85.83,-1.6,90.0,normal,6.28,14.17,E0_1,0.0,2,2.25,14.17
3.2,myflow.0,-85.18,-1.6,90.0,normal,6.49,14.82,E0_1,0.0,2,2.07,14.82
3.3,myflow.0,-84.51,-1.6,90.0,normal,6.69,8049.0,E0_1,0.0,2,1.98,15.49
3.4,myflow.0,-83.82,-1.6,90.0,normal,6.88,16.18,E0_1,0.0,2,1.95,16.18
3.5,myflow.0,-83.11,-1.6,90.0,normal,7.08,16.89,E0_1,0.0,2,1.92,16.89
3.6,myflow.0,-82.39,-1.6,90.0,normal,7.28,17.61,E0_1,0.0,2,2.01,17.61
3.7,myflow.0,-81.64,-1.6,90.0,normal,7.47,18.36,E0_1,0.0,2,1.96,18.36
3.8,myflow.0,-80.87,-1.6,90.0,normal,7.67,19.13,E0_1,0.0,2,1.93,19.13
3.9,myflow.0,-80.09,-1.6,90.0,normal,7.85,19.91,E0_1,0.0,2,1.83,19.91
4.0,myflow.0,-79.29,-1.6,90.0,normal,8.02,20.71,E0_1,0.0,2,1.68,20.71
4.0,myflow.1,-94.9,-4.8,90.0,aggressive,0.0,5.1,E0_0,0.0,0,0.0,5.1
4.1,myflow.0,-78.47,-1.6,90.0,normal,8.18,21.53,E0_1,0.0,2,1.59,21.53
4.1,myflow.1,-94.9,-4.8,90.0,aggressive,0.03,5.1,E0_0,0.0,8,0.29,5.1
4.2,myflow.0,-77.64,-1.6,90.0,normal,8.33,22.36,E0_1,0.0,2,1.56,22.36
4.2,myflow.1,-94.89,-4.8,90.0,aggressive,0.08,5.11,E0_0,0.0,8,0.53,5.11
4.3,myflow.0,-76.79,-1.6,90.0,normal,8.49,23.21,E0_1,0.0,2,1.55,23.21
4.3,myflow.1,-94.87,-4.8,90.0,aggressive,0.18,5.13,E0_0,0.0,0,0.94,5.13
4.4,myflow.0,-75.92,-1.6,90.0,normal,8.63,24.08,E0_1,0.0,2,1.45,24.08
4.4,myflow.1,-94.84,-4.8,90.0,aggressive,0.33,5.16,E0_0,0.0,0,1.55,5.16
4.5,myflow.0,-75.05,-1.6,90.0,normal,8.78,24.95,E0_1,0.0,2,1.53,24.95
4.5,myflow.1,-94.78,-4.8,90.0,aggressive,0.56,5.22,E0_0,0.0,0,2.33,5.22
4.6,myflow.0,-74.15,-1.6,90.0,normal,8.94,25.85,E0_1,0.0,2,1.6,25.85
4.6,myflow.1,-94.69,-4.8,90.0,aggressive,0.88,5.31,E0_0,0.0,0,3.15,5.31
4.7,myflow.0,-73.24,-1.6,90.0,normal,9.1,26.76,E0_1,0.0,2,1.53,26.76
4.7,myflow.1,-94.57,-4.8,90.0,aggressive,1.26,5.43,E0_0,0.0,0,3.84,5.43
4.8,myflow.0,-72.32,-1.6,90.0,normal,9.25,27.68,E0_1,0.0,2,1.51,27.68
4.8,myflow.1,-94.4,-4.8,90.0,aggressive,1.7,5.6,E0_0,0.0,0,4.33,5.6
4.9,myflow.0,-71.38,-1.6,90.0,normal,9.39,28.62,E0_1,0.0,2,1.4,28.62
4.9,myflow.1,-94.18,-1.6,90.0,aggressive,2.16,5.82,E0_1,0.0,0,4.63,5.82
5.0,myflow.0,-70.42,-1.6,90.0,normal,9.53,29.58,E0_1,0.0,2,1.45,29.58
5.0,myflow.1,-93.92,-1.6,90.0,aggressive,2.64,6.08,E0_1,0.0,0,4.79,6.08
5.1,myflow.0,-69.46,-1.6,90.0,normal,9.68,30.54,E0_1,0.0,2,1.47,30.54
5.1,myflow.1,-93.61,-1.6,90.0,aggressive,3.12,6.39,E0_1,0.0,0,4.87,6.39
5.2,myflow.0,-68.47,-1.6,90.0,normal,9.83,31.53,E0_1,0.0,2,1.44,31.53
5.2,myflow.1,-93.24,-1.6,90.0,aggressive,3.67,6.76,E0_1,0.0,0,5.43,6.76
5.3,myflow.0,-67.48,-1.6,90.0,normal,9.96,32.52,E0_1,0.0,2,1.35,32.52
5.3,myflow.1,-92.81,-1.6,90.0,aggressive,4.27,7.19,E0_1,0.0,0,6.05,7.19
5.4,myflow.0,-66.47,-1.6,90.0,normal,10.08,33.53,E0_1,0.0,2,1.24,33.53
5.4,myflow.1,-92.33,-1.6,90.0,aggressive,4.85,7.67,E0_1,0.0,0,5.8,7.67
5.5,myflow.0,-65.45,-1.6,90.0,normal,10.21,34.55,E0_1,0.0,2,1.22,34.55
5.5,myflow.1,-91.78,-1.6,90.0,aggressive,5.46,8.22,E0_1,0.0,0,6.1,8.22
5.6,myflow.0,-64.42,-1.6,90.0,normal,10.32,35.58,E0_1,0.0,2,1.16,35.58
5.6,myflow.1,-91.17,-1.6,90.0,aggressive,6.1,8.83,E0_1,0.0,2,6.4,8.83
5.7,myflow.0,-63.37,-1.6,90.0,normal,10.44,36.63,E0_1,0.0,2,1.13,36.63
5.7,myflow.1,-90.51,-1.6,90.0,aggressive,6.63,9.49,E0_1,0.0,2,5.28,9.49
5.8,myflow.0,-62.32,-1.6,90.0,normal,10.53,37.68,E0_1,0.0,2,0.91,37.68
5.8,myflow.1,-89.8,-1.6,90.0,aggressive,7.04,10.2,E0_1,0.0,2,4.16,10.2
5.9,myflow.0,-61.26,-1.6,90.0,normal,10.6,38.74,E0_1,0.0,2,0.76,38.74
5.9,myflow.1,-89.07,-1.6,90.0,aggressive,7.38,10.93,E0_1,0.0,2,3.31,10.93
6.0,myflow.0,-60.19,-1.6,90.0,normal,10.68,39.81,E0_1,0.0,2,0.75,39.81
6.0,myflow.1,-88.29,-1.6,90.0,aggressive,7.74,11.71,E0_1,0.0,2,3.61,11.71
6.1,myflow.0,-59.12,-1.6,90.0,normal,10.75,40.88,E0_1,0.0,2,0.75,40.88
6.1,myflow.1,-87.48,-1.6,90.0,aggressive,8.13,12.52,E0_1,0.0,2,3.91,12.52
6.2,myflow.0,-58.03,-1.6,90.0,normal,10.82,41.97,E0_1,0.0,2,0.7,41.97
6.2,myflow.1,-86.63,-1.6,90.0,aggressive,8.49,13.37,E0_1,0.0,2,3.59,13.37
6.3,myflow.0,-56.95,-1.6,90.0,normal,10.89,43.05,E0_1,0.0,2,0.62,43.05
6.3,myflow.1,-85.75,-1.6,90.0,aggressive,8.78,14.25,E0_1,0.0,2,2.96,14.25
6.4,myflow.0,-55.85,-1.6,90.0,normal,10.94,44.15,E0_1,0.0,2,0.51,44.15
6.4,myflow.1,-84.86,-1.6,90.0,aggressive,8.9,15.14,E0_1,0.0,2,1.15,15.14
6.5,myflow.0,-54.75,-1.6,90.0,normal,10.98,45.25,E0_1,0.0,2,0.4,45.25
6.5,myflow.1,-83.97,-1.6,90.0,aggressive,8.98,16.03,E0_1,0.0,2,0.85,16.03
6.6,myflow.0,-53.65,-1.6,90.0,normal,11.02,46.35,E0_1,0.0,2,0.43,46.35
6.6,myflow.1,-83.06,-1.6,90.0,aggressive,9.04,16.94,E0_1,0.0,2,0.55,16.94
6.7,myflow.0,-52.55,-1.6,90.0,normal,11.05,47.45,E0_1,0.0,2,0.34,47.45
6.7,myflow.1,-82.16,-1.6,90.0,aggressive,9.06,17.84,E0_1,0.0,2,0.25,17.84
6.8,myflow.0,-51.44,-1.6,90.0,normal,11.08,48.56,E0_1,0.0,2,0.29,48.56
6.8,myflow.1,-81.25,-1.6,90.0,aggressive,9.06,18.75,E0_1,0.0,2,-0.05,18.75
6.9,myflow.0,-50.33,-1.6,90.0,normal,11.09,49.67,E0_1,0.0,2,0.06,49.67
6.9,myflow.1,-80.35,-1.6,90.0,aggressive,9.02,19.65,E0_1,0.0,2,-0.35,19.65
7.0,myflow.0,-49.22,-1.6,90.0,normal,11.08,50.78,E0_1,0.0,2,-0.07,50.78
7.0,myflow.1,-79.45,-1.6,90.0,aggressive,8.96,20.55,E0_1,0.0,2,-0.65,20.55
7.1,myflow.0,-48.11,-1.6,90.0,normal,11.08,51.89,E0_1,0.0,2,0.03,51.89
7.1,myflow.1,-78.57,-1.6,90.0,aggressive,8.86,21.43,E0_1,0.0,10,-0.95,21.43
7.2,myflow.0,-47.01,-1.6,90.0,normal,11.08,52.99,E0_1,0.0,2,-0.02,52.99
7.2,myflow.1,-77.69,-1.6,90.0,aggressive,8.74,22.31,E0_1,0.0,10,-1.25,22.31
7.3,myflow.0,-45.9,-1.6,90.0,normal,11.07,54.1,E0_1,0.0,2,-0.17,54.1
7.3,myflow.1,-76.83,-1.6,90.0,aggressive,8.58,23.17,E0_1,0.0,10,-1.55,23.17
7.4,myflow.0,-44.8,-1.6,90.0,normal,11.02,55.2,E0_1,0.0,2,-0.45,55.2
7.4,myflow.1,-76.0,-1.6,90.0,aggressive,8.39,24.0,E0_1,0.0,10,-1.85,24.0
7.5,myflow.0,-43.7,-1.6,90.0,normal,10.97,56.3,E0_1,0.0,2,-0.55,56.3
7.5,myflow.1,-75.18,-1.6,90.0,aggressive,8.18,24.82,E0_1,0.0,10,-2.15,24.82
7.6,myflow.0,-42.61,-1.6,90.0,normal,10.91,57.39,E0_1,0.0,2,-0.57,57.39
7.6,myflow.1,-74.38,-1.6,90.0,aggressive,7.93,25.62,E0_1,0.0,10,-2.45,25.62
7.7,myflow.0,-41.53,-1.6,90.0,normal,10.83,58.47,E0_1,0.0,2,-0.81,58.47
7.7,myflow.1,-73.62,-1.6,90.0,aggressive,7.66,26.38,E0_1,0.0,10,-2.75,26.38
7.8,myflow.0,-40.45,-1.6,90.0,normal,10.72,59.55,E0_1,0.0,2,-1.04,59.55
7.8,myflow.1,-72.88,-1.6,90.0,aggressive,7.36,27.12,E0_1,0.0,10,-2.98,27.12
7.9,myflow.0,-39.4,-1.6,90.0,normal,10.59,60.6,E0_1,0.0,10,-1.3,60.6
7.9,myflow.1,-72.18,-1.6,90.0,aggressive,7.03,27.82,E0_1,0.0,10,-3.28,27.82
8.0,myflow.0,-38.35,-1.6,90.0,normal,10.44,61.65,E0_1,0.0,10,-1.56,61.65
8.0,myflow.1,-71.51,-1.6,90.0,aggressive,6.68,28.49,E0_1,0.0,10,-3.58,28.49
8.0,myflow.2,-94.9,-4.8,90.0,aggressive,0.0,5.1,E0_0,0.0,0,0.0,5.1
8.1,myflow.0,-37.32,-1.6,90.0,normal,10.28,62.68,E0_1,0.0,10,-1.53,62.68
8.1,myflow.1,-70.85,-1.6,90.0,aggressive,6.57,29.15,E0_1,0.0,10,-1.06,29.15
8.1,myflow.2,-94.9,-4.8,90.0,aggressive,0.03,5.1,E0_0,0.0,8,0.29,5.1
8.2,myflow.0,-36.31,-1.6,90.0,normal,10.12,63.69,E0_1,0.0,10,-1.66,63.69
8.2,myflow.1,-70.21,-1.6,90.0,aggressive,6.43,29.79,E0_1,0.0,10,-1.36,29.79
8.2,myflow.2,-94.89,-4.8,90.0,aggressive,0.08,5.11,E0_0,0.0,8,0.53,5.11
8.3,myflow.0,-35.32,-1.6,90.0,normal,9.92,64.68,E0_1,0.0,10,-1.96,64.68
8.3,myflow.1,-69.58,-1.6,90.0,aggressive,6.27,30.42,E0_1,0.0,10,-1.66,30.42
8.3,myflow.2,-94.87,-4.8,90.0,aggressive,0.18,5.13,E0_0,0.0,0,0.94,5.13
8.4,myflow.0,-34.35,-1.6,90.0,normal,9.7,65.65,E0_1,0.0,10,-2.26,65.65
8.4,myflow.1,-68.98,-1.6,90.0,aggressive,6.07,31.02,E0_1,0.0,10,-1.96,31.02
8.4,myflow.2,-94.84,-4.8,90.0,aggressive,0.33,5.16,E0_0,0.0,0,1.55,5.16
8.5,myflow.0,-33.4,-1.6,90.0,normal,9.45,66.6,E0_1,0.0,10,-2.46,66.6
8.5,myflow.1,-68.39,-1.6,90.0,aggressive,5.91,31.61,E0_1,0.0,10,-1.62,31.61
8.5,myflow.2,-94.78,-4.8,90.0,aggressive,0.56,5.22,E0_0,0.0,0,2.33,5.22
8.6,myflow.0,-32.48,-1.6,90.0,normal,9.25,67.52,E0_1,0.0,10,-2.05,67.52
8.6,myflow.1,-67.8,-1.6,90.0,aggressive,5.81,32.2,E0_1,0.0,10,-1.02,32.2
8.6,myflow.2,-94.69,-4.8,90.0,aggressive,0.88,5.31,E0_0,0.0,0,3.15,5.31
8.7,myflow.0,-31.58,-1.6,90.0,normal,9.02,68.42,E0_1,0.0,10,-2.26,68.42
8.7,myflow.1,-67.23,-1.6,90.0,aggressive,5.76,32.77,E0_1,0.0,2,-0.42,32.77
8.7,myflow.2,-94.57,-4.8,90.0,aggressive,1.26,5.43,E0_0,0.0,0,3.84,5.43
8.8,myflow.0,-30.7,-1.6,90.0,normal,8.79,69.3,E0_1,0.0,10,-2.34,69.3
8.8,myflow.1,-66.65,-1.6,90.0,aggressive,5.78,33.35,E0_1,0.0,2,0.18,33.35
8.8,myflow.2,-94.4,-4.8,90.0,aggressive,1.7,5.6,E0_0,0.0,0,4.33,5.6
8.9,myflow.0,-29.85,-1.6,90.0,normal,8.54,70.15,E0_1,0.0,10,-2.51,70.15
8.9,myflow.1,-66.07,-1.6,90.0,aggressive,5.82,33.93,E0_1,0.0,2,0.41,33.93
8.9,myflow.2,-94.18,-4.8,90.0,aggressive,2.16,5.82,E0_0,0.0,0,4.63,5.82
9.0,myflow.0,-29.02,-1.6,90.0,normal,8.26,70.98,E0_1,0.0,10,-2.79,70.98
9.0,myflow.1,-65.48,-1.6,90.0,aggressive,5.89,34.52,E0_1,0.0,2,0.71,34.52
9.0,myflow.2,-93.92,-4.8,90.0,aggressive,2.64,6.08,E0_0,0.0,0,4.8,6.08
9.1,myflow.0,-28.22,-1.6,90.0,normal,8.02,71.78,E0_1,0.0,10,-2.33,71.78
9.1,myflow.1,-64.88,-1.6,90.0,aggressive,6.0,35.12,E0_1,0.0,2,1.01,35.12
9.1,myflow.2,-93.61,-1.6,90.0,aggressive,3.13,6.39,E0_1,0.0,0,4.89,6.39
9.2,myflow.0,-27.44,-1.6,90.0,normal,7.8,72.56,E0_1,0.0,10,-2.24,72.56
9.2,myflow.1,-64.27,-1.6,90.0,aggressive,6.13,35.73,E0_1,0.0,2,1.31,35.73
9.2,myflow.2,-93.24,-1.6,90.0,aggressive,3.63,6.76,E0_1,0.0,2,5.07,6.76
9.3,myflow.0,-26.68,-1.6,90.0,normal,7.57,73.32,E0_1,0.0,10,-2.35,73.32
9.3,myflow.1,-63.64,-1.6,90.0,aggressive,6.29,36.36,E0_1,0.0,2,1.61,36.36
9.3,myflow.2,-92.83,-1.6,90.0,aggressive,4.11,7.17,E0_1,0.0,2,4.8,7.17
9.4,myflow.0,-25.95,-1.6,90.0,normal,7.3,74.05,E0_1,0.0,10,-2.63,74.05
9.4,myflow.1,-62.99,-1.6,90.0,aggressive,6.45,37.01,E0_1,0.0,2,1.63,37.01
9.4,myflow.2,-92.37,-1.6,90.0,aggressive,4.56,7.63,E0_1,0.0,2,4.47,7.63
9.5,myflow.0,-25.25,-1.6,90.0,normal,7.01,74.75,E0_1,0.0,10,-2.93,74.75
9.5,myflow.1,-62.34,-1.6,90.0,aggressive,6.5,37.66,E0_1,0.0,2,0.55,37.66
9.5,myflow.2,-91.87,-1.6,90.0,aggressive,5.04,8.13,E0_1,0.0,2,4.77,8.13
9.6,myflow.0,-24.57,-1.6,90.0,normal,6.76,75.43,E0_1,0.0,10,-2.51,75.43
9.6,myflow.1,-61.68,-1.6,90.0,aggressive,6.59,38.32,E0_1,0.0,2,0.85,38.32
9.6,myflow.2,-91.33,-1.6,90.0,aggressive,5.43,8.67,E0_1,0.0,2,3.94,8.67
9.7,myflow.0,-23.92,-1.6,90.0,normal,6.49,76.08,E0_1,0.0,10,-2.68,76.08
9.7,myflow.1,-61.01,-1.6,90.0,aggressive,6.7,38.99,E0_1,0.0,2,1.15,38.99
9.7,myflow.2,-90.76,-1.6,90.0,aggressive,5.64,9.24,E0_1,0.0,2,2.04,9.24
9.8,myflow.0,-23.31,-1.6,90.0,normal,6.2,76.69,E0_1,0.0,10,-2.93,76.69
9.8,myflow.1,-60.33,-1.6,90.0,aggressive,6.85,39.67,E0_1,0.0,2,1.45,39.67
9.8,myflow.2,-90.18,-1.6,90.0,aggressive,5.84,9.82,E0_1,0.0,2,2.06,9.82
9.9,myflow.0,-22.72,-1.6,90.0,normal,5.89,77.28,E0_1,0.0,10,-3.1,77.28
9.9,myflow.1,-59.63,-1.6,90.0,aggressive,7.02,40.37,E0_1,0.0,2,1.75,40.37
9.9,myflow.2,-89.58,-1.6,90.0,aggressive,5.98,10.42,E0_1,0.0,2,1.35,10.42
10.0,myflow.0,-22.16,-1.6,90.0,normal,5.57,77.84,E0_1,0.0,10,-3.15,77.84
10.0,myflow.1,-58.91,-1.6,90.0,aggressive,7.12,41.09,E0_1,0.0,2,0.92,41.09
10.0,myflow.2,-88.97,-1.6,90.0,aggressive,6.14,11.03,E0_1,0.0,2,1.65,11.03
10.1,myflow.0,-21.62,-1.6,90.0,normal,5.37,78.38,E0_1,0.0,10,-2.07,78.38
10.1,myflow.1,-58.2,-1.6,90.0,aggressive,7.13,41.8,E0_1,0.0,2,0.2,41.8
10.1,myflow.2,-88.33,-1.6,90.0,aggressive,6.34,11.67,E0_1,0.0,2,1.95,11.67
10.2,myflow.0,-21.11,-1.6,90.0,normal,5.15,78.89,E0_1,0.0,10,-2.12,78.89
10.2,myflow.1,-57.49,-1.6,90.0,aggressive,7.13,42.51,E0_1,0.0,2,-0.01,42.51
10.2,myflow.2,-87.68,-1.6,90.0,aggressive,6.56,12.32,E0_1,0.0,2,2.25,12.32
10.3,myflow.0,-20.61,-1.6,90.0,normal,4.94,79.39,E0_1,0.0,10,-2.11,79.39
10.3,myflow.1,-56.77,-1.6,90.0,aggressive,7.16,43.23,E0_1,0.0,2,0.29,43.23
10.3,myflow.2,-86.99,-1.6,90.0,aggressive,6.82,13.01,E0_1,0.0,2,2.55,13.01
10.4,myflow.0,-20.14,-1.6,90.0,normal,4.73,79.86,E0_1,0.0,10,-2.14,79.86
10.4,myflow.1,-56.05,-1.6,90.0,aggressive,7.16,43.95,E0_1,0.0,2,-0.01,43.95
10.4,myflow.2,-86.28,-1.6,90.0,aggressive,7.11,13.72,E0_1,0.0,2,2.85,13.72
10.5,myflow.0,-19.69,-1.6,90.0,normal,4.48,80.31,E0_1,0.0,10,-2.44,80.31
10.5,myflow.1,-55.34,-1.6,90.0,aggressive,7.19,44.66,E0_1,0.0,2,0.29,44.66
10.5,myflow.2,-85.54,-1.6,90.0,aggressive,7.42,14.46,E0_1,0.0,2,3.15,14.46
10.6,myflow.0,-19.26,-1.6,90.0,normal,4.32,80.74,E0_1,0.0,10,-1.62,80.74
10.6,myflow.1,-54.61,-1.6,90.0,aggressive,7.24,45.39,E0_1,0.0,2,0.52,45.39
10.6,myflow.2,-84.77,-1.6,90.0,aggressive,7.77,15.23,E0_1,0.0,2,3.45,15.23
10.7,myflow.0,-18.84,-1.6,90.0,normal,4.16,81.16,E0_1,0.0,10,-1.59,81.16
10.7,myflow.1,-53.88,-1.6,90.0,aggressive,7.3,46.12,E0_1,0.0,2,0.56,46.12
10.7,myflow.2,-83.95,-1.6,90.0,aggressive,8.14,16.05,E0_1,0.0,2,3.75,16.05
10.8,myflow.0,-18.44,-1.6,90.0,normal,4.01,81.56,E0_1,0.0,10,-1.58,81.56
10.8,myflow.1,-53.15,-1.6,90.0,aggressive,7.37,46.85,E0_1,0.0,2,0.7,46.85
10.8,myflow.2,-83.1,-1.6,90.0,aggressive,8.55,16.9,E0_1,0.0,2,4.05,16.9
10.9,myflow.0,-18.06,-1.6,90.0,normal,3.84,81.94,E0_1,0.0,10,-1.64,81.94
10.9,myflow.1,-52.4,-1.6,90.0,aggressive,7.41,47.6,E0_1,0.0,2,0.39,47.6
10.9,myflow.2,-82.2,-1.6,90.0,aggressive,8.98,17.8,E0_1,0.0,2,4.35,17.8
11.0,myflow.0,-17.69,-1.6,90.0,normal,3.67,82.31,E0_1,0.0,10,-1.76,82.31
11.0,myflow.1,-51.66,-1.6,90.0,aggressive,7.47,48.34,E0_1,0.0,2,0.69,48.34
11.0,myflow.2,-81.26,-1.6,90.0,aggressive,9.35,18.74,E0_1,0.0,2,3.68,18.74
11.1,myflow.0,-17.34,-1.6,90.0,normal,3.51,82.66,E0_1,0.0,10,-1.55,82.66
11.1,myflow.1,-50.9,-1.6,90.0,aggressive,7.57,49.1,E0_1,0.0,2,0.99,49.1
11.1,myflow.2,-80.3,-1.6,90.0,aggressive,9.68,19.7,E0_1,0.0,2,3.32,19.7
11.2,myflow.0,-17.0,-1.6,90.0,normal,3.38,83.0,E0_1,0.0,10,-1.35,83.0
11.2,myflow.1,-50.13,-1.6,90.0,aggressive,7.7,49.87,E0_1,0.0,2,1.29,49.87
11.2,myflow.2,-79.29,-1.6,90.0,aggressive,10.02,20.71,E0_1,0.0,2,3.37,20.71
11.3,myflow.0,-16.68,-1.6,90.0,normal,3.24,83.32,E0_1,0.0,10,-1.38,83.32
11.3,myflow.1,-49.34,-1.6,90.0,aggressive,7.86,50.66,E0_1,0.0,2,1.54,50.66
11.3,myflow.2,-78.25,-1.6,90.0,aggressive,10.39,21.75,E0_1,0.0,2,3.67,21.75
11.4,myflow.0,-16.37,-1.6,90.0,normal,3.1,83.63,E0_1,0.0,10,-1.41,83.63
11.4,myflow.1,-48.54,-1.6,90.0,aggressive,8.04,51.46,E0_1,0.0,2,1.84,51.46
11.4,myflow.2,-77.18,-1.6,90.0,aggressive,10.78,22.82,E0_1,0.0,2,3.97,22.82
11.5,myflow.0,-16.07,-1.6,90.0,normal,2.94,83.93,E0_1,0.0,10,-1.55,83.93
11.5,myflow.1,-47.72,-1.6,90.0,aggressive,8.24,52.28,E0_1,0.0,2,1.96,52.28
11.5,myflow.2,-76.06,-1.6,90.0,aggressive,11.21,23.94,E0_1,0.0,2,4.27,23.94
11.6,myflow.0,-15.8,-1.6,90.0,normal,2.78,84.2,E0_1,0.0,10,-1.6,84.2
11.6,myflow.1,-46.87,-1.6,90.0,aggressive,8.46,53.13,E0_1,0.0,2,2.26,53.13
11.6,myflow.2,-74.89,-1.6,90.0,aggressive,11.67,25.11,E0_1,0.0,2,4.57,25.11
11.7,myflow.0,-15.53,-1.6,90.0,normal,2.63,84.47,E0_1,0.0,10,-1.52,84.47
11.7,myflow.1,-46.0,-1.6,90.0,aggressive,8.72,54.0,E0_1,0.0,2,2.56,54.0
11.7,myflow.2,-73.67,-1.6,90.0,aggressive,12.15,26.33,E0_1,0.0,2,4.87,26.33
11.8,myflow.0,-15.29,-1.6,90.0,normal,2.49,84.71,E0_1,0.0,10,-1.45,84.71
11.8,myflow.1,-45.1,-1.6,90.0,aggressive,9.0,54.9,E0_1,0.0,2,2.86,54.9
11.8,myflow.2,-72.41,-1.6,90.0,aggressive,12.67,27.59,E0_1,0.0,2,5.17,27.59
11.9,myflow.0,-15.05,-1.6,90.0,normal,2.35,84.95,E0_1,0.0,10,-1.38,84.95
11.9,myflow.1,-44.17,-1.6,90.0,aggressive,9.24,55.83,E0_1,0.0,2,2.37,55.83
11.9,myflow.2,-71.08,-1.6,90.0,aggressive,13.22,28.92,E0_1,0.0,2,5.47,28.92
12.0,myflow.0,-14.83,-1.6,90.0,normal,2.21,85.17,E0_1,0.0,10,-1.32,85.17
12.0,myflow.1,-43.23,-1.6,90.0,aggressive,9.42,56.77,E0_1,0.0,2,1.8,56.77
12.0,myflow.2,-69.71,-1.6,90.0,aggressive,13.71,30.29,E0_1,0.0,2,4.96,30.29
12.0,myflow.3,4.8,-94.9,0.0,normal,0.0,5.1,-E3_0,0.0,0,0.0,5.1
12.1,myflow.0,-14.62,-1.6,90.0,normal,2.09,85.38,E0_1,0.0,10,-1.26,85.38
12.1,myflow.1,-42.27,-1.6,90.0,aggressive,9.63,57.73,E0_1,0.0,2,2.1,57.73
12.1,myflow.2,-68.29,-1.6,90.0,aggressive,14.18,31.71,E0_1,0.0,2,4.66,31.71
12.1,myflow.3,4.8,-94.9,0.0,normal,0.01,5.1,-E3_0,0.0,8,0.15,5.1
12.2,myflow.0,-14.42,-1.6,90.0,normal,1.97,85.58,E0_1,0.0,10,-1.2,85.58
12.2,myflow.1,-41.28,-1.6,90.0,aggressive,9.87,58.72,E0_1,0.0,2,2.4,58.72
12.2,myflow.2,-66.84,-1.6,90.0,aggressive,14.51,33.16,E0_1,0.0,2,3.33,33.16
12.2,myflow.3,4.8,-94.89,0.0,normal,0.04,5.11,-E3_0,0.0,8,0.28,5.11
