time,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance
90.0,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.0,myflow.14,-1.6,11.49,180.0,normal,0.0,88.51,E2_1,0.0,10,0.0,88.51
90.0,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.0,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.0,80.59
90.0,myflow.18,1.6,63.71,0.0,speeder,14.5,53.31,-E2_1,0.0,0,0.28,53.31
90.0,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.0,myflow.20,-4.8,18.17,180.0,normal,5.25,81.83,E2_0,0.0,10,-2.97,81.83
90.0,myflow.21,4.8,-43.82,0.0,aggressive,13.15,56.18,-E3_0,0.0,0,0.27,56.18
90.0,myflow.22,91.61,4.8,270.0,normal,3.93,8.39,-E1_0,0.0,0,2.5,8.39
90.0,myflow.9,1.6,-11.49,0.0,speeder,0.0,88.51,-E3_1,0.0,8,0.0,88.51
90.1,myflow.12,4.8,-11.22,0.0,aggressive,0.0,88.78,-E3_0,0.0,8,0.0,88.78
90.1,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.1,myflow.14,-1.6,11.49,180.0,normal,0.01,88.51,E2_1,0.0,10,0.15,88.51
90.1,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.1,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.0,80.59
90.1,myflow.18,1.6,65.16,0.0,speeder,14.52,54.76,-E2_1,0.0,0,0.16,54.76
90.1,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.1,myflow.20,-4.8,17.68,180.0,normal,4.95,82.32,E2_0,0.0,10,-2.92,82.32
90.1,myflow.21,4.8,-42.5,0.0,aggressive,13.21,57.5,-E3_0,0.0,0,0.57,57.5
90.1,myflow.22,91.19,4.8,270.0,normal,4.18,8.81,-E1_0,0.0,0,2.46,8.81
90.1,myflow.9,1.6,-11.49,0.0,speeder,0.0,88.51,-E3_1,0.0,8,0.0,88.51
90.2,myflow.12,4.8,-11.22,0.0,aggressive,0.0,88.78,-E3_0,0.0,8,0.0,88.78
90.2,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.2,myflow.14,-1.6,11.48,180.0,normal,0.04,88.52,E2_1,0.0,10,0.27,88.52
90.2,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.2,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.0,80.59
90.2,myflow.18,1.6,66.62,0.0,speeder,14.54,56.22,-E2_1,0.0,0,0.27,56.22
90.2,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.2,myflow.20,-4.8,17.21,180.0,normal,4.67,82.79,E2_0,0.0,10,-2.86,82.79
90.2,myflow.21,4.8,-41.17,0.0,aggressive,13.29,58.83,-E3_0,0.0,0,0.87,58.83
90.2,myflow.22,90.75,4.8,270.0,normal,4.43,9.25,-E1_0,0.0,0,2.55,9.25
90.2,myflow.9,1.6,-11.49,0.0,speeder,0.03,88.51,-E3_1,0.0,8,0.29,88.51
90.3,myflow.12,4.8,-11.22,0.0,aggressive,0.0,88.78,-E3_0,0.0,8,0.0,88.78
90.3,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.3,myflow.14,-1.6,11.47,180.0,normal,0.09,88.53,E2_1,0.0,10,0.46,88.53
90.3,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.3,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.0,80.59
90.3,myflow.18,1.6,68.07,0.0,speeder,14.53,57.67,-E2_1,0.0,0,-0.16,57.67
90.3,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.3,myflow.20,-4.8,16.77,180.0,normal,4.4,83.23,E2_0,0.0,10,-2.69,83.23
90.3,myflow.21,4.8,-39.85,0.0,aggressive,13.2,60.15,-E3_0,0.0,0,-0.89,60.15
90.3,myflow.22,90.28,4.8,270.0,normal,4.68,9.72,-E1_0,0.0,0,2.49,9.72
90.3,myflow.9,1.6,-11.48,0.0,speeder,0.08,88.52,-E3_1,0.0,8,0.53,88.52
90.4,myflow.12,4.8,-11.22,0.0,aggressive,0.03,88.78,-E3_0,0.0,8,0.29,88.78
90.4,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.4,myflow.14,-1.6,11.46,180.0,normal,0.16,88.54,E2_1,0.0,2,0.74,88.54
90.4,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.4,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.01,80.59
90.4,myflow.18,1.6,69.52,0.0,speeder,14.52,59.12,-E2_1,0.0,0,-0.09,59.12
90.4,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.4,myflow.20,-4.8,16.36,180.0,normal,4.14,83.64,E2_0,0.0,10,-2.58,83.64
90.4,myflow.21,4.8,-38.54,0.0,aggressive,13.12,61.46,-E3_0,0.0,0,-0.89,61.46
90.4,myflow.22,89.79,4.8,270.0,normal,4.9,10.21,-E1_0,0.0,0,2.16,10.21
90.4,myflow.9,1.6,-11.46,0.0,speeder,0.18,88.54,-E3_1,0.0,0,0.94,88.54
90.5,myflow.12,4.8,-11.21,0.0,aggressive,0.08,88.79,-E3_0,0.0,8,0.53,88.79
90.5,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.5,myflow.14,-1.6,11.43,180.0,normal,0.27,88.57,E2_1,0.0,2,1.05,88.57
90.5,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.5,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.01,80.59
90.5,myflow.18,1.6,70.97,0.0,speeder,14.48,60.57,-E2_1,0.0,0,-0.33,60.57
90.5,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.5,myflow.20,-4.8,15.97,180.0,normal,3.91,84.03,E2_0,0.0,10,-2.33,84.03
90.5,myflow.21,4.8,-37.25,0.0,aggressive,12.9,62.75,-E3_0,0.0,8,-2.17,62.75
90.5,myflow.22,89.28,4.8,270.0,normal,5.12,10.72,-E1_0,0.0,0,2.2,10.72
90.5,myflow.9,1.6,-11.43,0.0,speeder,0.33,88.57,-E3_1,0.0,0,1.55,88.57
90.6,myflow.12,4.8,-11.2,0.0,aggressive,0.18,88.8,-E3_0,0.0,0,0.94,88.8
90.6,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.6,myflow.14,-1.6,11.39,180.0,normal,0.43,88.61,E2_1,0.0,2,1.6,88.61
90.6,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.6,myflow.17,1.6,-19.41,0.0,normal,0.0,80.59,-E3_1,0.0,8,0.02,80.59
90.6,myflow.18,1.6,72.42,0.0,speeder,14.48,62.02,-E2_1,0.0,0,-0.08,62.02
90.6,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.6,myflow.20,-4.8,15.6,180.0,normal,3.67,84.4,E2_0,0.0,10,-2.39,84.4
90.6,myflow.21,4.8,-36.0,0.0,aggressive,12.48,64.0,-E3_0,0.0,8,-4.22,64.0
90.6,myflow.22,88.74,4.8,270.0,normal,5.35,11.26,-E1_0,0.0,0,2.36,11.26
90.6,myflow.9,1.6,-11.37,0.0,speeder,0.56,88.63,-E3_1,0.0,0,2.33,88.63
90.7,myflow.12,4.8,-11.16,0.0,aggressive,0.33,88.84,-E3_0,0.0,0,1.55,88.84
90.7,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.7,myflow.14,-1.6,11.33,180.0,normal,0.62,88.67,E2_1,0.0,2,1.9,88.67
90.7,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.7,myflow.17,1.6,-19.41,0.0,normal,0.01,80.59,-E3_1,0.0,8,0.03,80.59
90.7,myflow.18,1.6,73.87,0.0,speeder,14.48,63.47,-E2_1,0.0,0,0.0,63.47
90.7,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.7,myflow.20,-4.8,15.25,180.0,normal,3.45,84.75,E2_0,0.0,10,-2.22,84.75
90.7,myflow.21,4.8,-34.79,0.0,aggressive,12.09,65.21,-E3_0,0.0,8,-3.85,65.21
90.7,myflow.22,88.18,4.8,270.0,normal,5.58,11.82,-E1_0,0.0,0,2.32,11.82
90.7,myflow.9,1.6,-11.28,0.0,speeder,0.88,88.72,-E3_1,0.0,0,3.15,88.72
90.8,myflow.12,4.8,-11.11,0.0,aggressive,0.56,88.89,-E3_0,0.0,0,2.33,88.89
90.8,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.0,80.98
90.8,myflow.14,-1.6,11.25,180.0,normal,0.82,88.75,E2_1,0.0,2,2.06,88.75
90.8,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.8,myflow.17,1.6,-19.41,0.0,normal,0.01,80.59,-E3_1,0.0,8,0.05,80.59
90.8,myflow.18,1.6,75.31,0.0,speeder,14.45,64.91,-E2_1,0.0,0,-0.24,64.91
90.8,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.8,myflow.20,-4.8,14.93,180.0,normal,3.24,85.07,E2_0,0.0,10,-2.12,85.07
90.8,myflow.21,4.8,-33.62,0.0,aggressive,11.67,66.38,-E3_0,0.0,8,-4.24,66.38
90.8,myflow.22,87.6,4.8,270.0,normal,5.81,12.4,-E1_0,0.0,0,2.22,12.4
90.8,myflow.9,1.6,-11.16,0.0,speeder,1.26,88.84,-E3_1,0.0,0,3.84,88.84
90.9,myflow.12,4.8,-11.02,0.0,aggressive,0.88,88.98,-E3_0,0.0,0,3.15,88.98
90.9,myflow.13,4.8,-19.02,0.0,normal,0.0,80.98,-E3_0,0.0,8,0.02,80.98
90.9,myflow.14,-1.6,11.14,180.0,normal,1.03,88.86,E2_1,0.0,2,2.08,88.86
90.9,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
90.9,myflow.17,1.6,-19.4,0.0,normal,0.05,80.6,-E3_1,0.0,8,0.37,80.6
90.9,myflow.18,1.6,76.75,0.0,speeder,14.44,66.35,-E2_1,0.0,0,-0.09,66.35
90.9,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
90.9,myflow.20,-4.8,14.63,180.0,normal,3.02,85.37,E2_0,0.0,10,-2.16,85.37
90.9,myflow.21,4.8,-32.5,0.0,aggressive,11.24,67.5,-E3_0,0.0,8,-4.26,67.5
90.9,myflow.22,87.0,4.8,270.0,normal,6.04,13.0,-E1_0,0.0,0,2.3,13.0
90.9,myflow.9,1.6,-10.99,0.0,speeder,1.69,89.01,-E3_1,0.0,0,4.32,89.01
91.0,myflow.12,4.8,-10.89,0.0,aggressive,1.26,89.11,-E3_0,0.0,0,3.84,89.11
91.0,myflow.13,4.8,-19.02,0.0,normal,0.01,80.98,-E3_0,0.0,8,0.04,80.98
91.0,myflow.14,-1.6,11.02,180.0,normal,1.23,88.98,E2_1,0.0,2,1.99,88.98
91.0,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.0,myflow.17,1.6,-19.4,0.0,normal,0.0,80.6,-E3_1,0.0,8,-0.48,80.6
91.0,myflow.18,1.6,78.2,0.0,speeder,14.45,67.8,-E2_1,0.0,0,0.02,67.8
91.0,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.0,myflow.20,-4.8,14.35,180.0,normal,2.79,85.65,E2_0,0.0,10,-2.3,85.65
91.0,myflow.21,4.8,-31.41,0.0,aggressive,10.87,68.59,-E3_0,0.0,8,-3.69,68.59
91.0,myflow.22,86.37,4.8,270.0,normal,6.26,13.63,-E1_0,0.0,0,2.25,13.63
91.0,myflow.9,1.6,-10.77,0.0,speeder,2.16,89.23,-E3_1,0.0,0,4.62,89.23
91.1,myflow.12,4.8,-10.72,0.0,aggressive,1.7,89.28,-E3_0,0.0,0,4.33,89.28
91.1,myflow.13,4.8,-19.02,0.0,normal,0.01,80.98,-E3_0,0.0,8,0.08,80.98
91.1,myflow.14,-1.6,10.88,180.0,normal,1.44,89.12,E2_1,0.0,2,2.05,89.12
91.1,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.1,myflow.17,1.6,-19.39,0.0,normal,0.09,80.61,-E3_1,0.0,8,0.89,80.61
91.1,myflow.18,1.6,79.64,0.0,speeder,14.45,69.24,-E2_1,0.0,0,0.05,69.24
91.1,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.1,myflow.20,-4.8,14.1,180.0,normal,2.55,85.9,E2_0,0.0,10,-2.44,85.9
91.1,myflow.21,4.8,-30.37,0.0,aggressive,10.41,69.63,-E3_0,0.0,8,-4.65,69.63
91.1,myflow.22,85.72,4.8,270.0,normal,6.49,14.28,-E1_0,0.0,0,2.28,14.28
91.1,myflow.9,1.6,-10.51,0.0,speeder,2.63,89.49,-E3_1,0.0,0,4.77,89.49
91.2,myflow.12,4.8,-10.51,0.0,aggressive,2.16,89.49,-E3_0,0.0,0,4.63,89.49
91.2,myflow.13,4.8,-19.02,0.0,normal,0.03,80.98,-E3_0,0.0,8,0.16,80.98
91.2,myflow.14,-1.6,10.71,180.0,normal,1.62,89.29,E2_1,0.0,2,1.89,89.29
91.2,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.2,myflow.17,1.6,-19.37,0.0,normal,0.19,80.63,-E3_1,0.0,0,1.01,80.63
91.2,myflow.18,1.6,81.09,0.0,speeder,14.45,70.69,-E2_1,0.0,0,-0.03,70.69
91.2,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.2,myflow.20,-4.8,13.87,180.0,normal,2.29,86.13,E2_0,0.0,10,-2.59,86.13
91.2,myflow.21,4.8,-29.38,0.0,aggressive,9.94,70.62,-E3_0,0.0,8,-4.67,70.62
91.2,myflow.22,85.05,4.8,270.0,normal,6.72,14.95,-E1_0,0.0,0,2.28,14.95
91.2,myflow.9,1.6,-10.2,0.0,speeder,3.11,0.2,:J2_9_1,0.0,0,4.81,89.8
91.3,myflow.12,4.8,-10.24,0.0,aggressive,2.63,0.16,:J2_9_0,0.0,0,4.7,89.76
91.3,myflow.13,4.8,-19.01,0.0,normal,0.06,80.99,-E3_0,0.0,8,0.29,80.99
91.3,myflow.14,-1.6,10.53,180.0,normal,1.79,89.47,E2_1,0.0,2,1.66,89.47
91.3,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.3,myflow.17,1.6,-19.34,0.0,normal,0.3,80.66,-E3_1,0.0,0,1.11,80.66
91.3,myflow.18,1.6,82.53,0.0,speeder,14.43,72.13,-E2_1,0.0,0,-0.22,72.13
91.3,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.3,myflow.20,-4.8,13.67,180.0,normal,2.01,86.33,E2_0,0.0,10,-2.74,86.33
91.3,myflow.21,4.8,-28.43,0.0,aggressive,9.51,71.57,-E3_0,0.0,8,-4.33,71.57
91.3,myflow.22,84.36,4.8,270.0,normal,6.95,15.64,-E1_0,0.0,0,2.3,15.64
91.3,myflow.9,1.6,-9.84,0.0,speeder,3.59,0.56,:J2_9_1,0.0,0,4.73,90.16
91.4,myflow.12,4.8,-9.94,0.0,aggressive,3.08,0.46,:J2_9_0,0.0,0,4.49,90.06
91.4,myflow.13,4.8,-19.0,0.0,normal,0.13,81.0,-E3_0,0.0,0,0.76,81.0
91.4,myflow.14,-1.59,10.34,179.9,normal,1.93,0.06,:J2_3_0,0.0,2,1.43,89.66
91.4,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.4,myflow.17,1.6,-19.3,0.0,normal,0.42,80.7,-E3_1,0.0,0,1.21,80.7
91.4,myflow.18,1.6,83.97,0.0,speeder,14.42,73.57,-E2_1,0.0,0,-0.11,73.57
91.4,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.4,myflow.20,-4.8,13.49,180.0,normal,1.72,86.51,E2_0,0.0,10,-2.88,86.51
91.4,myflow.21,4.8,-27.52,0.0,aggressive,9.02,72.48,-E3_0,0.0,8,-4.92,72.48
91.4,myflow.22,83.64,4.8,270.0,normal,7.18,16.36,-E1_0,0.0,0,2.31,16.36
91.4,myflow.9,1.6,-9.44,0.0,speeder,4.04,0.96,:J2_9_1,0.0,0,4.55,90.56
91.5,myflow.12,4.8,-9.58,0.0,aggressive,3.51,0.82,:J2_9_0,0.0,0,4.36,90.42
91.5,myflow.13,4.8,-18.98,0.0,normal,0.23,81.02,-E3_0,0.0,0,0.98,81.02
91.5,myflow.14,-1.57,10.16,179.61,normal,1.83,0.24,:J2_3_0,0.0,10,-1.0,89.84
91.5,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.5,myflow.17,1.6,-19.24,0.0,normal,0.55,80.76,-E3_1,0.0,0,1.3,80.76
91.5,myflow.18,1.6,85.41,0.0,speeder,14.41,75.01,-E2_1,0.0,0,-0.09,75.01
91.5,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.5,myflow.20,-4.8,13.35,180.0,normal,1.41,86.65,E2_0,0.0,10,-3.18,86.65
91.5,myflow.21,4.8,-26.67,0.0,aggressive,8.54,73.33,-E3_0,0.0,8,-4.71,73.33
91.5,myflow.22,82.9,4.8,270.0,normal,7.43,17.1,-E1_0,0.0,0,2.5,17.1
91.5,myflow.9,1.6,-8.99,0.0,speeder,4.49,1.41,:J2_9_1,0.0,0,4.46,91.01
91.6,myflow.12,4.8,-9.2,0.0,aggressive,3.9,1.2,:J2_9_0,0.0,0,3.85,90.8
91.6,myflow.13,4.8,-18.94,0.0,normal,0.35,81.06,-E3_0,0.0,0,1.16,81.06
91.6,myflow.14,-1.54,9.98,179.31,normal,1.79,0.42,:J2_3_0,0.0,10,-0.4,90.02
91.6,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.6,myflow.17,1.6,-19.17,0.0,normal,0.71,80.83,-E3_1,0.0,0,1.56,80.83
91.6,myflow.18,1.6,86.85,0.0,speeder,14.39,76.45,-E2_1,0.0,0,-0.15,76.45
91.6,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.6,myflow.20,-4.8,13.25,180.0,normal,1.06,86.75,E2_0,0.0,10,-3.48,86.75
91.6,myflow.21,4.8,-25.86,0.0,aggressive,8.1,74.14,-E3_0,0.0,8,-4.49,74.14
91.6,myflow.22,82.13,4.8,270.0,normal,7.68,17.87,-E1_0,0.0,0,2.48,17.87
91.6,myflow.9,1.6,-8.49,0.0,speeder,4.92,1.91,:J2_9_1,0.0,0,4.33,91.51
91.7,myflow.12,4.8,-8.77,0.0,aggressive,4.27,1.63,:J2_9_0,0.0,0,3.73,91.23
91.7,myflow.13,4.8,-18.89,0.0,normal,0.48,81.11,-E3_0,0.0,0,1.3,81.11
91.7,myflow.14,-1.51,9.8,179.02,normal,1.81,0.6,:J2_3_0,0.0,2,0.2,90.2
91.7,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.7,myflow.17,1.6,-19.09,0.0,normal,0.87,80.91,-E3_1,0.0,0,1.64,80.91
91.7,myflow.18,1.6,88.29,0.0,speeder,14.38,77.89,-E2_1,0.0,0,-0.1,77.89
91.7,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.7,myflow.20,-4.8,13.18,180.0,normal,0.68,86.82,E2_0,0.0,10,-3.78,86.82
91.7,myflow.21,4.8,-25.1,0.0,aggressive,7.58,74.9,-E3_0,0.0,8,-5.17,74.9
91.7,myflow.22,81.34,4.8,270.0,normal,7.9,18.66,-E1_0,0.0,0,2.28,18.66
91.7,myflow.9,1.6,-7.96,0.0,speeder,5.36,2.44,:J2_9_1,0.0,0,4.38,92.04
91.8,myflow.12,4.8,-8.3,0.0,aggressive,4.64,2.1,:J2_9_0,0.0,0,3.68,91.7
91.8,myflow.13,4.8,-18.83,0.0,normal,0.62,81.17,-E3_0,0.0,0,1.41,81.17
91.8,myflow.14,-1.49,9.64,178.76,normal,1.63,0.77,:J2_3_0,0.0,10,-1.86,90.37
91.8,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.8,myflow.17,1.6,-18.98,0.0,normal,1.04,81.02,-E3_1,0.0,0,1.7,81.02
91.8,myflow.18,1.6,89.73,0.0,speeder,14.37,79.33,-E2_1,0.0,0,-0.14,79.33
91.8,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.8,myflow.20,-4.8,13.16,180.0,normal,0.23,86.84,E2_0,0.0,10,-4.5,86.84
91.8,myflow.21,4.8,-24.41,0.0,aggressive,6.96,75.59,-E3_0,0.0,8,-6.2,75.59
91.8,myflow.22,80.53,4.8,270.0,normal,8.11,19.47,-E1_0,0.0,0,2.1,19.47
91.8,myflow.9,1.6,-7.38,0.0,speeder,5.77,3.02,:J2_9_1,0.0,0,4.09,92.62
91.9,myflow.12,4.8,-7.8,0.0,aggressive,5.04,2.6,:J2_9_0,0.0,0,3.98,92.2
91.9,myflow.13,4.8,-18.75,0.0,normal,0.79,81.25,-E3_0,0.0,0,1.69,81.25
91.9,myflow.14,-1.47,9.49,178.51,normal,1.5,0.92,:J2_3_0,0.0,10,-1.26,90.52
91.9,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
91.9,myflow.17,1.6,-18.86,0.0,normal,1.22,81.14,-E3_1,0.0,0,1.76,81.14
91.9,myflow.18,1.6,91.16,0.0,speeder,14.35,80.76,-E2_1,0.0,0,-0.2,80.76
91.9,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
91.9,myflow.20,-4.8,13.15,180.0,normal,0.03,86.85,E2_0,0.0,10,-1.94,86.85
91.9,myflow.21,4.8,-23.78,0.0,aggressive,1.28,76.22,-E3_0,0.0,8,-6.59,76.22
91.9,myflow.22,79.7,4.8,270.0,normal,8.32,20.3,-E1_0,0.0,0,2.06,20.3
91.9,myflow.9,1.6,-6.77,0.0,speeder,6.17,3.63,:J2_9_1,0.0,0,4.02,93.23
92.0,myflow.12,4.8,-7.26,0.0,aggressive,5.45,3.14,:J2_9_0,0.0,0,4.14,92.74
92.0,myflow.13,4.8,-18.66,0.0,normal,0.96,81.34,-E3_0,0.0,0,1.75,81.34
92.0,myflow.14,-1.45,9.35,178.28,normal,1.43,1.06,:J2_3_0,0.0,10,-0.66,90.66
92.0,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
92.0,myflow.17,1.6,-18.72,0.0,normal,1.4,81.28,-E3_1,0.0,0,1.81,81.28
92.0,myflow.18,1.6,92.6,0.0,speeder,14.33,82.2,-E2_1,0.0,0,-0.15,82.2
92.0,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
92.0,myflow.20,-4.8,13.15,180.0,normal,0.0,86.85,E2_0,0.0,10,-0.34,86.85
92.0,myflow.21,4.8,-23.72,0.0,aggressive,0.58,76.28,-E3_0,0.0,8,-7.0,76.28
92.0,myflow.22,78.84,4.8,270.0,normal,8.52,21.16,-E1_0,0.0,0,1.98,21.16
92.0,myflow.23,4.8,-94.9,0.0,normal,0.0,5.1,-E3_0,0.0,0,0.0,5.1
92.0,myflow.9,1.6,-6.11,0.0,speeder,6.57,4.29,:J2_9_1,0.0,0,3.97,93.89
92.1,myflow.12,4.8,-6.67,0.0,aggressive,5.86,3.73,:J2_9_0,0.0,0,4.09,93.33
92.1,myflow.13,4.8,-18.61,0.0,normal,0.51,81.39,-E3_0,0.0,8,-4.5,81.39
92.1,myflow.14,-1.43,9.21,178.04,normal,1.43,1.2,:J2_3_0,0.0,2,-0.06,90.8
92.1,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
92.1,myflow.17,1.6,-18.56,0.0,normal,1.59,81.44,-E3_1,0.0,0,1.93,81.44
92.1,myflow.18,1.6,94.02,0.0,speeder,14.29,83.62,-E2_1,0.0,0,-0.44,83.62
92.1,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
92.1,myflow.20,-4.8,13.15,180.0,normal,0.0,86.85,E2_0,0.0,10,0.0,86.85
92.1,myflow.21,4.8,-23.72,0.0,aggressive,0.0,76.28,-E3_0,0.0,0,-5.77,76.28
92.1,myflow.22,77.97,4.8,270.0,normal,8.7,22.03,-E1_0,0.0,0,1.88,22.03
92.1,myflow.23,1.6,-94.9,0.0,normal,0.01,5.1,-E3_1,0.0,8,0.15,5.1
92.1,myflow.9,1.6,-5.41,0.0,speeder,6.99,4.99,:J2_9_1,0.0,0,4.27,94.59
92.2,myflow.12,4.8,-6.05,0.0,aggressive,6.24,4.35,:J2_9_0,0.0,0,3.78,93.95
92.2,myflow.13,4.8,-18.6,0.0,normal,0.06,81.4,-E3_0,0.0,0,-4.5,81.4
92.2,myflow.14,-1.41,9.07,177.81,normal,1.45,1.35,:J2_3_0,0.0,2,0.24,90.95
92.2,myflow.16,-1.6,19.4,180.0,normal,0.0,80.6,E2_1,0.0,3,0.0,80.6
92.2,myflow.17,1.6,-18.38,0.0,normal,1.79,81.62,-E3_1,0.0,0,1.96,81.62
92.2,myflow.18,1.6,95.45,0.0,speeder,14.24,85.05,-E2_1,0.0,0,-0.44,85.05
92.2,myflow.19,-1.6,22.97,180.0,violator,0.0,77.03,E2_1,0.0,3,0.0,77.03
92.2,myflow.20,-4.8,13.15,180.0,normal,0.0,86.85,E2_0,0.0,10,0.0,86.85
92.2,myflow.21,4.8,-23.72,0.0,aggressive,0.0,76.28,-E3_0,0.0,0,0.0,76.28
92.2,myflow.22,77.08,4.8,270.0,normal,8.9,22.92,-E1_0,0.0,0,1.92,22.92
92.2,myflow.23,1.6,-94.89,0.0,normal,0.04,5.11,-E3_1,0.0,8,0.27,5.11
92.2,myflow.9,1.6,-4.67,0.0,speeder,7.39,5.73,:J2_9_1,0.0,0,3.97,95.33
92.3,myflow.12,4.8,-5.38,0.0,aggressive,6.65,5.02,:J2_9_0,0.0,0,4.08,94.62
